Rank,Title,basename,Genre,ESRB_Rating,Platform,PublisherName,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,img_url
379,The Elder Scrolls V: Skyrim,the-elder-scrolls-v-skyrim,Role-Playing,M,PC,Bethesda Softworks,Bethesda Game Studios,9.2,,,3.99,1.18,2.25,,0.56,2011,https://www.vgchartz.com/games/boxart/full_the-elder-scrolls-v-skyrim_498AmericaFront.jpg
380,Namco Museum: 50th Anniversary,namco-museum-50th-anniversary,Misc,E10,PS2,Namco,Digital Eclipse,,,,3.98,2.08,1.35,,0.54,2005,https://www.vgchartz.com/games/boxart/full_8817548AmericaFrontccc.jpg
381,NBA 2K16,nba-2k16,Sports,E10,PS4,2K Sports,Visual Concepts,8.7,,,3.98,2.56,0.66,0.05,0.71,2015,https://www.vgchartz.com/games/boxart/full_6414423AmericaFrontccc.jpg
382,Left 4 Dead 2,left-4-dead-2,Shooter,M,X360,Electronic Arts,Certain Affinity / Valve Software,9,,,3.97,2.67,0.88,0.05,0.38,2009,https://www.vgchartz.com/games/boxart/full_2455613AmericaFrontccc.jpg
383,Far Cry 5,far-cry-5,Action,M,PS4,Ubisoft,Ubisoft,7.9,,,3.95,1.44,1.73,0.15,0.62,2018,https://www.vgchartz.com/games/boxart/full_2414906AmericaFrontccc.jpg
384,Battlefield 4,battlefield-4,Shooter,M,PS4,Electronic Arts,EA DICE,8.3,,,3.94,1.4,1.74,0.19,0.62,2013,https://www.vgchartz.com/games/boxart/full_8649362AmericaFrontccc.jpg
385,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,PS3,Ubisoft,Ubisoft Montreal,8.7,,,3.94,1.34,1.86,0.13,0.62,2013,https://www.vgchartz.com/games/boxart/full_270231AmericaFrontccc.jpg
386,EA Sports Active,ea-sports-active,Sports,E,Wii,EA Sports,EA Vancouver,8.3,,,3.93,2.11,1.35,0.06,0.4,2009,https://www.vgchartz.com/games/boxart/full_8931938AmericaFrontccc.jpg
387,Half-Life 2: Episode One,half-life-2-episode-one,Shooter,M,PC,Electronic Arts,Valve Software,8.7,,3.92,,,,,,2006,https://www.vgchartz.com/games/boxart/full_825609AmericaFrontccc.jpg
388,Donkey Kong Land,donkey-kong-land,Platform,E,GB,Nintendo,Rare Ltd.,,,3.91,,,,,,1995,https://www.vgchartz.com/games/boxart/full_1159073AmericaFrontccc.jpg
389,English Training: Have Fun Improving Your Skills!,english-training-have-fun-improving-your-skills,Misc,,DS,Nintendo,Plato,,,3.91,,,,,,2006,https://www.vgchartz.com/games/boxart/full_4376602PALFrontccc.jpg
390,Dragon Quest III,dragon-quest-iii,Role-Playing,,NES,Enix,ChunSoft,,8,3.9,,,,,,1992,https://www.vgchartz.com/games/boxart/2360332ccc.jpg
391,Tony Hawk's Underground,tony-hawks-underground,Sports,T,PS2,Activision,Neversoft Entertainment,8.7,,,3.9,2.29,1.17,0.01,0.42,2003,https://www.vgchartz.com/games/boxart/1571136ccc.jpg
392,Just Dance 2014,just-dance-2014,Music,E10,Wii,Ubisoft,Ubisoft Paris,7.4,,,3.89,1.91,1.66,,0.33,2013,https://www.vgchartz.com/games/boxart/full_9266644AmericaFrontccc.jpg
393,Professor Layton and the Diabolical Box,professor-layton-and-the-diabolical-box,Adventure,E10,DS,Nintendo,Level 5,8.5,,3.88,,,,,,2009,https://www.vgchartz.com/games/boxart/full_7372513AmericaFrontccc.jpg
394,Sports Champions,sports-champions,Sports,E10,PS3,Sony Computer Entertainment,SCE San Diego Studio,7.6,,,3.88,2.15,1.13,0.1,0.5,2010,https://www.vgchartz.com/games/boxart/full_sports-champions_6AmericaFront.png
395,MotorStorm,motorstorm,Racing,T,PS3,Sony Computer Entertainment,Evolution Studios,8.2,,,3.87,1.53,1.61,0.06,0.67,2007,https://www.vgchartz.com/games/boxart/full_7343262AmericaFrontccc.jpg
396,World Soccer Winning Eleven 8 International,world-soccer-winning-eleven-8-international,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,9.3,,,3.85,0.16,1.89,1.12,0.68,2005,https://www.vgchartz.com/games/boxart/3345744ccc.jpg
397,Namco Museum Vol.1,namco-museum-vol1,Misc,E,PS,Namco,Namco,,,,3.84,2.12,1.44,0.22,0.06,1996,https://www.vgchartz.com/games/boxart/1479790ccc.jpg
398,The Legend of Zelda: Link's Awakening,the-legend-of-zelda-links-awakening,Adventure,E,GB,Nintendo,Nintendo EAD,,,3.83,,,,,,1993,https://www.vgchartz.com/games/boxart/full_8647453AmericaFrontccc.jpg
399,Resident Evil VII: Biohazard,resident-evil-vii-biohazard,Action,M,PS4,Capcom,Capcom,8.6,,3.83,,,,,,2017,https://www.vgchartz.com/games/boxart/full_6517784AmericaFrontccc.png
400,Monster Hunter Freedom Unite,monster-hunter-freedom-unite,Role-Playing,T,PSP,Capcom,Capcom Production Studio 1,7.7,9.7,3.8,,,,,,2009,https://www.vgchartz.com/games/boxart/full_7807469AmericaFrontccc.jpg
401,Gran Turismo Sport,gran-turismo-sport,Racing,E,PS4,Sony Interactive Entertainment,Polyphony Digital,,,,3.77,0.63,2.35,0.24,0.54,2017,https://www.vgchartz.com/games/boxart/full_7498235AmericaFrontccc.jpg
402,LEGO Indiana Jones: The Original Adventures,lego-indiana-jones-the-original-adventures,Adventure,E10,X360,LucasArts,Traveller's Tales,7.5,,,3.76,2.4,1.01,,0.36,2008,https://www.vgchartz.com/games/boxart/full_9630014AmericaFrontccc.jpg
403,The Sims: Unleashed,the-sims-unleashed,Simulation,T,PC,Electronic Arts,Maxis,7.3,,,3.76,2.03,1.56,,0.17,2002,https://www.vgchartz.com/games/boxart/6609872ccc.jpg
404,Tomodachi Collection,tomodachi-collection,Misc,,DS,Nintendo,Nintendo SPD Group No.1,,,3.76,,,,,,2009,https://www.vgchartz.com/games/boxart/full_1117156JapanFrontccc.jpg
405,Ratchet & Clank: Size Matters,ratchet-amp-clank-size-matters,Platform,E10,PSP,Sony Computer Entertainment,High Impact Games,8.5,,,3.75,1.4,1.4,0.1,0.86,2007,https://www.vgchartz.com/games/boxart/full_9727386AmericaFrontccc.jpg
406,Harry Potter and the Sorcerer's Stone,harry-potter-and-the-sorcerers-stone,Action,E,PS,Electronic Arts,Argonaut Games,8,,,3.73,1.37,2,0.14,0.22,2001,https://www.vgchartz.com/games/boxart/full_3182726AmericaFrontccc.jpg
407,Pokemon Trading Card Game,pokemon-trading-card-game,Strategy,E,GB,Nintendo,Hudson Soft,8.3,,3.72,,,,,,2000,https://www.vgchartz.com/games/boxart/8358056ccc.jpg
408,FIFA 17,fifa-17,Sports,E,XOne,Electronic Arts,EA Canada,8.8,,,3.71,1.04,2.4,,0.27,2016,https://www.vgchartz.com/games/boxart/full_9060196AmericaFrontccc.jpg
409,Spyro: Year of the Dragon,spyro-year-of-the-dragon,Platform,E,PS,Sony Computer Entertainment,Insomniac Games,9.1,,,3.71,1.93,1.58,,0.19,2000,https://www.vgchartz.com/games/boxart/7195655ccc.jpg
410,The Legend of Zelda: A Link Between Worlds,the-legend-of-zelda-a-link-between-worlds,Adventure,E,3DS,Nintendo,Nintendo EAD,9.3,,3.71,,,,,,2013,https://www.vgchartz.com/games/boxart/full_6562868AmericaFrontccc.jpg
411,FIFA Soccer 2005,fifa-soccer-2005,Sports,E,PS2,EA Sports,EA Canada,8.4,,,3.7,0.58,2.48,0.04,0.59,2004,https://www.vgchartz.com/games/boxart/3316569ccc.gif
412,Diablo III: Reaper of Souls,diablo-iii-reaper-of-souls,Action,,PC,Blizzard Entertainment,Blizzard Entertainment,,,3.7,,,,,,2014,https://www.vgchartz.com/games/boxart/full_8195643AmericaFrontccc.jpg
413,The Legend of Zelda: Skyward Sword,the-legend-of-zelda-skyward-sword,Adventure,T,Wii,Nintendo,Nintendo EAD,9.4,,3.67,,,,,,2011,https://www.vgchartz.com/games/boxart/full_the-legend-of-zelda-skyward-sword_217AmericaFront.jpg
414,Tony Hawk's Pro Skater 4,tony-hawks-pro-skater-4,Sports,T,PS2,Activision,Neversoft Entertainment,9.6,,,3.67,2.13,1.18,0.01,0.35,2002,https://www.vgchartz.com/games/boxart/8945880ccc.jpg
415,Midnight Club 3: DUB Edition,midnight-club-3-dub-edition,Racing,E10,PSP,Rockstar Games,Rockstar Leeds,7.2,,,3.66,1.65,1.22,,0.79,2005,https://www.vgchartz.com/games/boxart/full_8576972AmericaFrontccc.jpg
416,MySims,mysims,Simulation,E,DS,Electronic Arts,EA Redwood Shores,6.7,,,3.66,1.58,1.6,0.08,0.4,2007,https://www.vgchartz.com/games/boxart/full_8603668AmericaFrontccc.jpg
417,Banjo-Kazooie,banjo-kazooie,Platform,E,N64,Nintendo,Rare Ltd.,9.3,9.4,3.65,,,,,,1998,https://www.vgchartz.com/games/boxart/1238741ccc.jpg
418,SOCOM: U.S. Navy SEALs,socom-us-navy-seals,Shooter,M,PS2,Sony Computer Entertainment,Zipper Interactive,8,,,3.65,2.53,0.81,0.06,0.24,2002,https://www.vgchartz.com/games/boxart/full_7967734AmericaFrontccc.jpg
419,Battlefield 4,battlefield-4,Shooter,M,PS3,Electronic Arts,EA DICE,8.7,,,3.64,1.31,1.5,0.27,0.55,2013,https://www.vgchartz.com/games/boxart/full_5853156AmericaFrontccc.jpg
420,Jak and Daxter: The Precursor Legacy,jak-and-daxter-the-precursor-legacy,Platform,E,PS2,Sony Computer Entertainment,Naughty Dog,9,8.9,,3.64,2.08,1.09,0.15,0.33,2001,https://www.vgchartz.com/games/boxart/full_971930AmericaFrontccc.jpg
421,Pokemon Snap,pokemon-snap,Simulation,E,N64,Nintendo,HAL Laboratory,7.9,,3.63,,,,,,1999,https://www.vgchartz.com/games/boxart/full_1502405AmericaFrontccc.jpg
422,Pro Evolution Soccer 2008,pro-evolution-soccer-2008,Sports,E,PS2,Konami,Konami,8.2,,,3.63,0.05,0,0.64,2.93,2008,https://www.vgchartz.com/games/boxart/560317ccc.jpg
423,FIFA Soccer 10,fifa-soccer-10,Sports,E,PS3,EA Sports,EA Canada,9,,,3.63,0.6,2.46,0.05,0.52,2009,https://www.vgchartz.com/games/boxart/full_3447697AmericaFrontccc.jpg
424,Guitar Hero: World Tour,guitar-hero-world-tour,Misc,T,Wii,Activision,Vicarious Visions,8.4,,,3.62,2.32,0.96,,0.34,2008,https://www.vgchartz.com/games/boxart/full_7273841AmericaFrontccc.jpg
425,Gears of War: Ultimate Edition,gears-of-war-ultimate-edition,Shooter,M,XOne,Microsoft Studios,The Coalition,,,,3.62,2.88,0.37,,0.37,2015,https://www.vgchartz.com/games/boxart/full_2147040AmericaFrontccc.jpg
426,Star Wars Battlefront,star-wars-battlefront,Shooter,T,PS2,LucasArts,Pandemic Studios,8.1,,,3.61,1.93,1.22,0.03,0.44,2004,https://www.vgchartz.com/games/boxart/8508334ccc.jpg
427,Doom II,doom-ii,Shooter,M,PC,GT Interactive,id Software,9.3,,,3.61,2.05,1.4,,0.16,1994,https://www.vgchartz.com/games/boxart/full_doom-ii_72AmericaFront.jpg
428,The Simpsons: Road Rage,the-simpsons-road-rage,Racing,T,PS2,Electronic Arts,Radical Entertainment,6.1,,,3.61,2.02,1.17,,0.42,2001,https://www.vgchartz.com/games/boxart/7470279ccc.jpg
429,BattleBlock Theater,battleblock-theater,Platform,,PC,The Behemoth,The Behemoth,,,3.61,,,,,,2014,https://www.vgchartz.com/games/boxart/full_7805728AmericaFrontccc.jpg
430,Assassin's Creed Syndicate,assassins-creed-syndicate,Action,M,PS4,Ubisoft,Ubisoft Quebec,8.6,,,3.6,0.9,2.06,0.08,0.55,2015,https://www.vgchartz.com/games/boxart/full_7518379AmericaFrontccc.jpg
431,Star Wars Battlefront II,star-wars-battlefront-ii,Shooter,T,PS2,LucasArts,Pandemic Studios,8.5,,,3.59,2.18,1.02,0.03,0.37,2005,https://www.vgchartz.com/games/boxart/6381124ccc.gif
432,Assassin's Creed: Unity,assassins-creed-unity,Action,M,XOne,Ubisoft,Ubisoft Montreal,,,,3.58,2.34,0.9,0,0.34,2014,https://www.vgchartz.com/games/boxart/full_8320518AmericaFrontccc.jpg
433,Cooking Mama 2: Dinner With Friends,cooking-mama-2-dinner-with-friends,Simulation,E,DS,Majesco,Office Create,6.9,,,3.58,1.6,1.49,0.1,0.39,2007,https://www.vgchartz.com/games/boxart/full_2185806AmericaFrontccc.jpg
434,Undertale,undertale,Role-Playing,,PC,Toby Fox,Toby Fox,,,3.58,,,,,,2015,https://www.vgchartz.com/games/boxart/full_2086374AmericaFrontccc.png
435,WWF SmackDown!,wwf-smackdown,Fighting,T,PS,THQ,Yuke's,,,,3.58,2.01,1.35,0.06,0.16,2000,https://www.vgchartz.com/games/boxart/1857498ccc.jpg
436,Croc: Legend of the Gobbos,croc-legend-of-the-gobbos,Platform,E,PS,Fox Interactive,Argonaut Games,7.6,,,3.56,1.57,1.79,,0.2,1997,https://www.vgchartz.com/games/boxart/1221019ccc.jpg
437,Battlefield 4,battlefield-4,Shooter,M,X360,Electronic Arts,EA DICE,8.7,,,3.54,2.16,1.05,0.02,0.32,2013,https://www.vgchartz.com/games/boxart/full_162643AmericaFrontccc.jpg
438,Grand Theft Auto: Liberty City Stories,grand-theft-auto-liberty-city-stories,Action,M,PS2,Rockstar Games,Rockstar Leeds,8.3,,,3.54,1.56,1.4,0.07,0.5,2006,https://www.vgchartz.com/games/boxart/full_1027141AmericaFrontccc.jpg
439,The Getaway,the-getaway,Action,M,PS2,Sony Computer Entertainment,Team Soho,7.7,,,3.54,1.23,1.77,0.05,0.49,2003,https://www.vgchartz.com/games/boxart/9254920ccc.jpg
440,Tomb Raider III: Adventures of Lara Croft,tomb-raider-iii-adventures-of-lara-croft,Adventure,T,PS,Eidos Interactive,Core Design Ltd.,8.2,,,3.54,1.66,1.58,0.12,0.18,1998,https://www.vgchartz.com/games/boxart/4532529ccc.jpg
441,Batman: Arkham Asylum,batman-arkham-asylum,Action,T,X360,Eidos Interactive,Rocksteady Studios,9.1,,,3.54,2.24,0.95,0.02,0.33,2009,https://www.vgchartz.com/games/boxart/full_1668550AmericaFrontccc.jpg
442,Assassin's Creed: Brotherhood,assassins-creed-brotherhood,Action,M,X360,Ubisoft,Ubisoft Montreal,9.1,,,3.53,2.87,0.39,0.03,0.25,2010,https://www.vgchartz.com/games/boxart/full_assassins-creed-brotherhood_1AmericaFront.jpg
443,James Bond 007: Agent Under Fire,james-bond-007-agent-under-fire,Shooter,T,PS2,Electronic Arts,EA Redwood Shores,,,,3.53,1.9,1.13,0.1,0.41,2001,https://www.vgchartz.com/games/boxart/3115195ccc.jpg
444,LEGO Star Wars: The Video Game,lego-star-wars-the-video-game,Action,E,PS2,Eidos Interactive,Traveller's Tales,7.9,,,3.53,1.98,1.14,0.01,0.41,2005,https://www.vgchartz.com/games/boxart/full_6469736AmericaFrontccc.jpg
445,Resident Evil 5,resident-evil-5,Action,M,X360,Capcom,Capcom,8.6,,,3.53,2.13,0.93,0.12,0.34,2009,https://www.vgchartz.com/games/boxart/full_2466064AmericaFrontccc.jpg
446,Rugrats in Paris: The Movie,rugrats-in-paris-the-movie,Action,E,PS,THQ,Avalanche Software,,,,3.52,1.96,1.33,,0.23,2000,https://www.vgchartz.com/games/boxart/810014ccc.jpg
447,NBA 2K17,nba-2k17,Sports,E,PS4,2K Sports,Visual Concepts,9,,,3.52,2.28,0.59,0.03,0.63,2016,https://www.vgchartz.com/games/boxart/full_1333599AmericaFrontccc.jpg
448,FIFA Soccer 11,fifa-soccer-11,Sports,E,X360,EA Sports,EA Canada,8.7,,,3.52,0.71,2.39,0.02,0.4,2010,https://www.vgchartz.com/games/boxart/full_fifa-soccer-11_8AmericaFront.jpg
449,Spyro 2: Ripto's Rage!,spyro-2-riptos-rage,Platform,E,PS,Sony Computer Entertainment,Insomniac Games,8.7,,,3.52,2.14,1.21,0.01,0.17,1999,https://www.vgchartz.com/games/boxart/6000844ccc.jpg
450,Left 4 Dead,left-4-dead,Shooter,M,X360,Valve Corporation,Certain Affinity / Valve Software,8.7,9,,3.52,2.66,0.49,0.05,0.31,2008,https://www.vgchartz.com/games/boxart/full_5792279AmericaFrontccc.jpg
451,Donkey Kong Country 3: Dixie Kong's Double Trouble!,donkey-kong-country-3-dixie-kongs-double-trouble,Platform,E,SNES,Nintendo,Rare Ltd.,8.8,,3.51,,,,,,1996,https://www.vgchartz.com/games/boxart/full_7949056AmericaFrontccc.jpg
452,Fable II,fable-ii,Role-Playing,M,X360,Microsoft Game Studios,Lionhead Studios,9,9.3,3.5,,,,,,2008,https://www.vgchartz.com/games/boxart/full_9713176AmericaFrontccc.jpg
453,Kung Fu,kung-fu,Action,,NES,Nintendo,Irem Software Engineering,,,3.5,,,,,,1985,https://www.vgchartz.com/games/boxart/full_kung-fu_775AmericaFront.jpg
454,Resident Evil 3: Nemesis,resident-evil-3-nemesis,Action,M,PS,Capcom,Capcom,9.4,,3.5,,,,,,1999,https://www.vgchartz.com/games/boxart/9182743ccc.jpg
455,World of Warcraft: The Burning Crusade,world-of-warcraft-the-burning-crusade,MMO,T,PC,Blizzard Entertainment,Blizzard Entertainment,9.2,,3.5,,,,,,2007,https://www.vgchartz.com/games/boxart/178686ccc.jpg
456,FIFA Soccer 2004,fifa-soccer-2004,Sports,E,PS2,EA Sports,EA Canada,8,,,3.49,0.59,2.36,0.04,0.51,2003,https://www.vgchartz.com/games/boxart/6928045ccc.jpg
457,Pokemon Mystery Dungeon: Blue Rescue Team,pokemon-mystery-dungeon-blue-rescue-team,Role-Playing,E,DS,Nintendo,ChunSoft,6.3,,3.49,,,,,,2006,https://www.vgchartz.com/games/boxart/9531394ccc.jpg
458,Mortal Kombat X,mortal-kombat-x,Fighting,M,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,3.49,1.94,0.94,,0.61,2015,https://www.vgchartz.com/games/boxart/full_9891732AmericaFrontccc.jpg
459,Battlefield: Bad Company 2,battlefield-bad-company-2,Shooter,M,X360,Electronic Arts,EA Digital Illusions CE,9,9.3,,3.48,2.11,1.01,0.04,0.33,2010,https://www.vgchartz.com/games/boxart/full_2180575AmericaFrontccc.jpg
460,Borderlands,borderlands,Shooter,M,X360,2K Games,Gearbox Software,8.3,,,3.48,2.43,0.72,0.03,0.3,2009,https://www.vgchartz.com/games/boxart/full_4641934AmericaFrontccc.jpg
461,Mario & Sonic at the Olympic Winter Games,mario-amp-sonic-at-the-olympic-winter-games,Sports,E,DS,Sega,Sega,7.6,,,3.47,1.21,1.63,0.27,0.37,2009,https://www.vgchartz.com/games/boxart/full_3513275AmericaFrontccc.jpg
462,Dying Light,dying-light,Action,,PC,Warner Bros. Interactive Entertainment,Techland,,,3.47,,,,,,2016,https://www.vgchartz.com/games/boxart/full_5613940PALFrontccc.jpg
463,Guitar Hero: On Tour,guitar-hero-on-tour,Misc,E10,DS,Activision,Vicarious Visions,7.1,8.1,,3.46,2.1,1.01,0.01,0.35,2008,https://www.vgchartz.com/games/boxart/full_4418677AmericaFrontccc.jpg
464,Dragon Ball Z: Budokai,dragon-ball-z-budokai,Fighting,T,PS2,Atari,Dimps Corporation,,,3.46,,,,,,2002,https://www.vgchartz.com/games/boxart/3480866ccc.jpg
465,Halo: The Master Chief Collection,halo-the-master-chief-collection,Shooter,M,XOne,Microsoft Studios,343 Industries,,,,3.44,2.06,1.04,0.03,0.31,2014,https://www.vgchartz.com/games/boxart/full_1508066AmericaFrontccc.jpg
466,LEGO Batman: The Videogame,lego-batman-the-videogame,Adventure,E10,X360,Warner Bros. Interactive,Traveller's Tales,7.5,,,3.44,2.07,1.04,,0.34,2008,https://www.vgchartz.com/games/boxart/full_5558637AmericaFrontccc.jpg
467,Tekken 4,tekken-4,Fighting,T,PS2,Namco,Namco,7.9,,,3.44,1.55,1.27,0.33,0.29,2002,https://www.vgchartz.com/games/boxart/full_9587449AmericaFrontccc.jpg
468,FIFA 14,fifa-14,Sports,E,PS4,EA Sports,EA Canada,,,,3.43,0.62,2.18,0.12,0.51,2013,https://www.vgchartz.com/games/boxart/full_5130076AmericaFrontccc.jpg
469,LittleBigPlanet 2,littlebigplanet-2,Platform,E,PS3,Sony Computer Entertainment,Media Molecule,9.1,,,3.43,1.83,1.07,0.06,0.47,2011,https://www.vgchartz.com/games/boxart/full_littlebigplanet-2_308AmericaFront.jpg
470,Grand Theft Auto 2,grand-theft-auto-2,Action,,PS,Rockstar Games,DMA Design,6.9,,,3.42,1.13,2.07,,0.22,1999,https://www.vgchartz.com/games/boxart/9935711ccc.jpg
471,Destiny,destiny,Shooter,T,XOne,Activision,Bungie,8.3,,,3.41,2.17,0.92,,0.32,2014,https://www.vgchartz.com/games/boxart/full_4214879AmericaFrontccc.jpg
472,Spider-Man 2,spider-man-2,Action,T,PS2,Activision,Treyarch,7.9,,,3.41,1.75,1.2,0.02,0.43,2004,https://www.vgchartz.com/games/boxart/4171363ccc.jpg
473,F-1 Race,f-1-race,Racing,E,GB,Nintendo,Nintendo,,,3.41,,,,,,1991,https://www.vgchartz.com/games/boxart/full_1140685AmericaFrontccc.jpg
474,World of Warcraft: Battle for Azeroth,world-of-warcraft-battle-for-azeroth,MMO,,PC,Blizzard Entertainment,Blizzard Entertainment,,,3.4,,,,,,2018,https://www.vgchartz.com/games/boxart/full_7325454AmericaFrontccc.jpg
475,FIFA Soccer 2003,fifa-soccer-2003,Sports,E,PS2,EA Sports,EA Canada,,,,3.4,0.46,2.28,0.05,0.61,2002,https://www.vgchartz.com/games/boxart/9447551ccc.jpg
476,Crash Bash,crash-bash,Misc,E,PS,Sony Computer Entertainment,Eurocom Entertainment Software,6.8,,,3.39,1.56,1.47,0.19,0.17,2000,https://www.vgchartz.com/games/boxart/4722160ccc.jpg
477,Gears of War 4,gears-of-war-4,Shooter,M,XOne,Microsoft Studios,The Coalition,,,,3.38,2.17,0.9,,0.32,2016,https://www.vgchartz.com/games/boxart/full_3672619AmericaFrontccc.png
478,Tekken: Dark Resurrection,tekken-dark-resurrection,Fighting,T,PSP,Namco Bandai,8ing/Raizing,8.7,,3.37,,,,,,2006,https://www.vgchartz.com/games/boxart/full_8209665AmericaFrontccc.jpg
479,The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,Role-Playing,M,PS4,Bethesda Softworks,Bethesda Softworks,8.3,,,3.36,1.24,1.5,0.08,0.54,2016,https://www.vgchartz.com/games/boxart/full_7599322AmericaFrontccc.jpg
480,Watch Dogs 2,watch-dogs-2,Action,,PS4,Ubisoft,Ubisoft,,,,3.36,0.98,1.74,0.12,0.52,2016,https://www.vgchartz.com/games/boxart/full_8315580AmericaFrontccc.png
481,The Legend of Zelda: Majora's Mask,the-legend-of-zelda-majoras-mask,Adventure,E,N64,Nintendo,Nintendo EAD,9.3,,3.36,,,,,,2000,https://www.vgchartz.com/games/boxart/6629690ccc.jpg
482,WWF War Zone,wwf-war-zone,Fighting,T,PS,Acclaim Entertainment,Iguana Entertainment,,,,3.36,2.47,0.76,,0.13,1998,https://www.vgchartz.com/games/boxart/full_9464827AmericaFrontccc.jpg
483,Yoshi's Island DS,yoshis-island-ds,Platform,E,DS,Nintendo,Artoon,8.2,,3.36,,,,,,2006,https://www.vgchartz.com/games/boxart/full_3486976AmericaFrontccc.jpg
484,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,X360,Ubisoft,Ubisoft Montreal,8.5,,,3.34,1.9,1.14,0.01,0.3,2013,https://www.vgchartz.com/games/boxart/full_4496262AmericaFrontccc.jpg
485,NBA 2K18,nba-2k18,Sports,E10,PS4,2K Sports,Visual Concepts,8.1,,,3.34,2.13,0.57,0.04,0.59,2017,https://www.vgchartz.com/games/boxart/full_2457781AmericaFrontccc.jpg
486,Big Brain Academy: Wii Degree,big-brain-academy-wii-degree,Misc,E,Wii,Nintendo,Nintendo EAD,7.1,,3.34,,,,,,2007,https://www.vgchartz.com/games/boxart/full_6559570AmericaFrontccc.jpg
487,Rugrats: Search For Reptar,rugrats-search-for-reptar,Adventure,E,PS,THQ,n-Space,,,,3.34,1.63,1.53,,0.18,1998,https://www.vgchartz.com/games/boxart/8686530ccc.jpg
488,Luigi's Mansion,luigis-mansion,Action,E,GC,Nintendo,Nintendo EAD,7.9,,3.33,,,,,,2001,https://www.vgchartz.com/games/boxart/6379438ccc.jpg
489,James Bond 007: Nightfire,james-bond-007-nightfire,Shooter,T,PS2,Electronic Arts,Eurocom Entertainment Software,,,,3.33,1.45,1.29,0.12,0.46,2002,https://www.vgchartz.com/games/boxart/6105471ccc.jpg
490,Ratchet & Clank,ratchet-amp-clank,Platform,T,PS2,Sony Computer Entertainment,Insomniac Games,,,,3.33,1.44,1.01,0.57,0.3,2002,https://www.vgchartz.com/games/boxart/6911521ccc.jpg
491,Animal Crossing: Happy Home Designer,animal-crossing-happy-home-designer,Simulation,E,3DS,Nintendo,Nintendo EAD,6.6,,3.32,,,,,,2015,https://www.vgchartz.com/games/boxart/full_156835AmericaFrontccc.jpg
492,Star Wars Episode III: Revenge of the Sith,star-wars-episode-iii-revenge-of-the-sith,Action,T,PS2,LucasArts,The Collective,,,,3.32,1.47,1.39,0.03,0.43,2005,https://www.vgchartz.com/games/boxart/full_5479051AmericaFrontccc.jpg
